release_date,title,release_year,vote_average,vote_count
2009-01-30,Black Sea,2009,7.0,1.0
2000-01-01,The Tangerine Bear: Home in Time for Christmas!,2000,6.1,8.0
2001-06-01,The Legend of the Candy Cane,2001,0.0,0.0
1980-12-03,Pinocchio's Christmas,1980,9.0,1.0
1948-09-17,A Hen in the Wind,1948,7.3,6.0
2009-08-11,The Conspiracy to Rule the World: From 911 to the Illuminati,2009,6.0,2.0
2012-01-01,Infliction,2012,5.0,2.0
2015-11-17,Santa's Little Helper,2015,4.4,13.0
2013-02-13,Love in the End,2013,8.3,3.0
2015-06-04,Requisitos para ser una persona normal,2015,6.6,38.0
1998-11-12,The Polar Bear,1998,5.9,12.0
2013-04-04,Lord Montagu,2013,0.0,0.0
2011-11-23,Bayou Blue,2011,4.0,1.0
2014-01-27,As the Palaces Burn,2014,7.1,10.0
2015-04-25,About Scout,2015,5.8,6.0
2016-02-15,A Sunday Horse,2016,6.2,12.0
2015-07-10,Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,7.8,8.0
1999-07-02,The Day Silence Died,1999,7.0,1.0
2010-09-25,From Me To You,2010,6.1,20.0
2016-01-29,Mastizaade,2016,3.6,7.0
1971-05-03,Django's Cut Price Corpses,1971,5.0,1.0
1973-04-01,The Devil's Wedding Night,1973,3.0,3.0
2010-01-01,Who Killed Chea Vichea?,2010,0.0,0.0
1952-04-29,If I Should Die Before I Wake,1952,4.5,2.0
1955-06-30,The River and Death,1955,6.3,3.0
2009-05-18,Daniel & Ana,2009,5.9,11.0
1976-11-17,Las Poquianchis,1976,5.0,3.0
1964-01-02,Black Wind,1964,7.3,3.0
2004-09-22,Addictions and Subtractions,2004,6.6,5.0
2007-04-18,Used Parts,2007,6.5,2.0
1972-12-28,National Mechanics,1972,5.7,3.0
1984-01-20,Las bicicletas son para el verano,1984,6.3,3.0
1991-01-02,Benjamín's Wife,1991,6.5,4.0
1990-07-01,War of the Birds,1990,6.3,5.0
1997-06-22,Elisa Before the End of the World,1997,7.3,3.0
1991-10-31,Ciudad de Ciegos,1991,5.0,1.0
2006-11-01,Black Butterfly,2006,5.0,3.0
1985-01-01,Ninja USA,1985,7.0,2.0
2010-08-09,Foreign Parts,2010,6.7,3.0
2011-04-16,Pig,2011,5.9,5.0
2009-11-13,Shakespeare and Victor Hugo's Intimacies,2009,9.0,2.0
2009-06-30,Transmorphers Fall of Man,2009,3.4,9.0
2013-07-09,Atlantic Rim,2013,2.3,34.0
2013-05-28,AE: Apocalypse Earth,2013,3.9,24.0
2007-12-18,AVH: Alien vs. Hunter,2007,2.0,8.0
2013-03-23,Please Subscribe,2013,7.4,8.0
2013-04-14,Please Kill Mr. Know It All,2013,5.5,1.0
2013-11-16,Jerusalem,2013,6.9,7.0
2014-02-14,Road to Your Heart,2014,5.5,6.0
2015-03-26,Becoming Bulletproof,2015,9.3,3.0
1970-11-26,"Me, a Groupie",1970,5.3,4.0
2016-01-23,Jim: The James Foley Story,2016,7.9,13.0
1945-11-14,Sing Your Way Home,1945,0.0,0.0
1942-08-07,The War Against Mrs. Hadley,1942,0.0,0.0
2009-09-04,Vortex,2009,5.0,1.0
2014-01-01,Nightmare Code,2014,5.1,6.0
2010-01-01,First Ascent: The Series,2010,0.0,0.0
2003-07-18,Jaal: The Trap,2003,3.5,2.0
2003-06-30,Calcutta Mail,2003,0.0,0.0
2003-02-21,Dhund: The Fog,2003,0.0,0.0
2003-01-01,Chura Liyaa Hai Tumne,2003,6.0,1.0
2003-07-03,Saaya,2003,6.0,1.0
2003-07-11,Qayamat: City Under Threat,2003,5.0,1.0
2003-11-11,Khel,2003,5.0,1.0
2003-12-12,LOC: Kargil,2003,5.0,3.0
2003-07-04,Hawa,2003,0.0,0.0
2003-04-10,Ishq Vishk,2003,5.2,6.0
2003-02-07,Khushi,2003,5.8,4.0
2003-09-26,Zameen,2003,3.5,3.0
2003-12-20,Paap,2003,6.4,4.0
2003-08-29,Gangaajal,2003,5.8,10.0
2016-04-21,The Veil,2016,4.4,123.0
2010-01-01,The Grave Digger,2010,5.0,1.0
1980-01-01,Talking Heads,1980,8.3,8.0
1971-02-13,Demons,1971,8.6,11.0
2014-12-17,Ode to My Father,2014,7.4,15.0
2016-01-22,Pitbull. New Order,2016,6.7,20.0
2005-04-09,Pitbull,2005,8.2,7.0
1982-09-17,El hijo del cura,1982,0.0,0.0
2002-03-16,The Matthew Shepard Story,2002,4.5,6.0
2012-08-15,Naked Soldier,2012,4.6,7.0
2003-04-30,Flyin' Ryan,2003,0.0,0.0
2002-01-01,The Chatroom,2002,0.0,0.0
2016-01-28,L'abbiamo fatta grossa,2016,5.3,77.0
1972-05-01,Cousin Jules,1972,9.3,3.0
1968-01-01,The Alphabet,1968,6.9,51.0
2004-04-02,Murder,2004,5.4,7.0
2004-01-23,Khakee,2004,6.2,15.0
2004-08-20,Fida,2004,5.2,5.0
2004-09-24,Madhoshi,2004,5.0,2.0
2004-07-30,Krishna Cottage,2004,4.8,4.0
2004-02-20,Kismat,2004,5.5,4.0
2004-07-09,Garv: Pride and Honour,2004,4.5,4.0
2004-02-13,Rudraksh,2004,2.8,4.0
2004-10-22,Vaastu Shastra,2004,0.0,0.0
2004-06-25,Deewaar: Let's Bring Our Heroes Home,2004,0.0,0.0
2004-07-22,Asambhav,2004,5.0,2.0
2004-01-16,Ek Hasina Thi,2004,4.9,10.0
2004-04-23,Bardaasht,2004,6.0,2.0
2004-05-14,Lakeer - Forbidden Lines,2004,6.0,1.0
2004-08-06,Taarzan: The Wonder Car,2004,3.0,2.0
2004-01-08,Plan,2004,0.0,0.0
2004-09-10,Dil Ne Jise Apna Kahaa,2004,4.1,4.0
2004-09-22,Rakht,2004,4.0,5.0
2004-01-29,Run,2004,5.5,4.0
1925-04-09,"In Youth, Beside the Lonely Sea",1925,7.0,1.0
1900-01-01,Panorama of Eiffel Tower,1900,6.5,2.0
1900-08-21,Eiffel Tower from Trocadero Palace,1900,3.0,1.0
1900-01-01,Palace of Electricity,1900,5.5,2.0
1900-08-21,Champs de Mars,1900,6.3,3.0
1900-08-21,Scene from the Elevator Ascending Eiffel Tower,1900,6.5,2.0
1901-10-21,"Captain Nissen Going Through Whirlpool Rapids, Niagara Falls",1901,6.0,2.0
1903-03-22,Down the Hudson,1903,6.5,2.0
1901-01-21,The Ghost Train,1901,5.0,1.0
1904-05-22,"Panorama View, Street Car Motor Room",1904,5.5,2.0
1936-06-17,Melody on Parade,1936,3.0,1.0
1932-04-17,La cartomancienne,1932,6.0,1.0
1935-04-09,Pie in the Sky,1935,5.0,1.0
1933-05-01,Oil: A Symphony in Motion,1933,6.5,2.0
2015-10-01,Vai Que Cola - O Filme,2015,6.0,55.0
2014-12-25,Os Caras de Pau em O Misterioso Roubo do Anel,2014,5.0,6.0
2005-02-04,Nature Unleashed: Volcano,2005,4.4,7.0
2015-08-28,Capture the Flag,2015,5.7,52.0
2004-09-08,Arvon veli,2004,0.0,0.0
2001-09-20,Moszkva tér,2001,7.5,2.0
2006-04-13,Glastonbury,2006,6.1,4.0
2008-09-18,The Eternity Man,2008,5.0,1.0
2009-10-20,Oil City Confidential,2009,8.5,2.0
2015-03-17,The Ecstasy of Wilko Johnson,2015,7.3,3.0
2009-03-20,The Invicible Cell,2009,5.7,5.0
2014-03-27,They Are All Dead,2014,7.2,10.0
2015-10-01,Lusers,2015,2.0,1.0
2016-03-31,Hunt for the Wilderpeople,2016,7.8,453.0
2015-06-23,Jurassic Prey,2015,3.7,8.0
2015-08-28,The Sand,2015,3.8,29.0
2015-09-16,Forsaken,2015,5.8,104.0
2005-04-29,Kaal,2005,5.1,10.0
2005-11-25,Deewane Huye Paagal,2005,5.3,6.0
2005-05-06,Kyaa Kool Hai Hum,2005,4.8,8.0
2005-08-26,No Entry,2005,7.0,11.0
2005-05-13,Netaji Subhas Chandra Bose: The Forgotten Hero,2005,8.0,1.0
2005-07-15,Maine Pyaar Kyun Kiya,2005,4.4,7.0
2005-12-23,Vaah! Life Ho Toh Aisi!,2005,4.8,6.0
2005-05-20,Naina,2005,3.4,5.0
2005-12-09,Kalyug,2005,4.5,2.0
2005-01-01,Shikhar,2005,3.0,1.0
2005-09-16,Chocolate: Deep Dark Secrets,2005,3.4,6.0
2005-11-03,Kyon Ki...,2005,5.5,10.0
2005-01-01,Celestial Subway Lines/Salvaging Noise,2005,8.5,2.0
2005-01-01,Karam,2005,5.0,3.0
2005-03-25,Tango Charlie,2005,6.0,1.0
1982-05-25,L'ange,1982,8.3,3.0
2005-09-02,Aashiq Banaya Aapne,2005,3.3,6.0
1999-09-05,Nightfall,1999,7.5,2.0
2015-12-01,Bad Roomies,2015,4.6,26.0
1993-09-10,The Bed You Sleep In,1993,0.0,0.0
2005-04-22,Waqt: The Race Against Time,2005,5.1,8.0
2007-01-01,Phantom Love,2007,5.0,6.0
1996-08-27,Voices Through Time,1996,8.7,6.0
1996-01-01,Oriental Elegy,1996,5.0,2.0
2005-03-25,Zeher,2005,5.5,4.0
2005-03-04,Socha Na tha,2005,5.7,5.0
2005-07-08,Dus,2005,4.4,10.0
2005-06-03,'D',2005,5.8,3.0
1969-01-01,Acéphale,1969,10.0,1.0
1992-04-04,Avetik,1992,10.0,3.0
2005-03-18,Cómo pasan las horas,2005,5.0,1.0
2005-01-14,Elaan,2005,6.0,5.0
1977-06-08,"Baxter, Vera Baxter",1977,5.0,2.0
2005-01-21,Page 3,2005,6.4,11.0
1979-01-25,Family Nest,1979,6.3,6.0
1968-06-12,Silence and Cry,1968,6.8,5.0
2005-02-11,Chaahat Ek Nasha...,2005,0.0,0.0
1968-02-01,Deux fois,1968,5.0,1.0
1988-01-01,Days of Eclipse,1988,5.8,8.0
2001-06-01,Elegy of a Voyage,2001,7.2,5.0
1970-01-01,Ere erera baleibu icik subua aruaren,1970,9.0,4.0
1979-11-30,Story of Night,1979,8.0,1.0
1980-04-16,Alexander the Great,1980,7.3,3.0
2003-10-16,Landscape,2003,1.0,1.0
2001-10-31,The Settlement,2001,3.8,5.0
2002-01-01,Rabbits,2002,7.1,64.0
2003-09-19,Somnambulance,2003,5.3,2.0
2000-10-12,Subconscious Cruelty,2000,5.8,17.0
1992-12-12,Three Days,1992,6.5,6.0
2010-07-09,Dopo quella notte,2010,0.0,0.0
2006-11-30,4 Elements,2006,6.0,2.0
1984-10-17,Love on the Ground,1984,6.0,2.0
1975-07-08,Fear of Fear,1975,7.3,3.0
1993-02-01,The Belovs,1993,3.6,4.0
2008-10-01,Bloody Mondays & Strawberry Pies,2008,0.0,0.0
2000-01-01,Daughters of the Sun,2000,5.0,1.0
1969-05-09,Destroy Yourselves,1969,8.0,2.0
2004-11-04,Dogora,2004,5.0,1.0
1982-01-01,The Issa Valley,1982,5.0,1.0
1979-12-14,"You're Out of Your Mind, Madicken",1979,6.3,5.0
1986-10-24,Egomania: Island Without Hope,1986,6.0,2.0
2000-01-26,Une femme d'extérieur,2000,6.0,1.0
1990-09-28,The Fool of the World and the Flying Ship,1990,6.7,5.0
1993-11-02,Twilight Zone,1993,2.9,4.0
2006-11-02,Paraguayan Hammock,2006,5.0,4.0
2008-02-29,Heaven's Heart,2008,5.5,2.0
2002-09-12,Woman of Water,2002,7.7,3.0
1972-10-06,Nathalie Granger,1972,6.2,5.0
1987-09-05,The Lonely Voice of Man,1987,5.9,7.0
1963-02-28,Cantata,1963,8.5,2.0
2007-01-01,Opium: Diary of a Madwoman,2007,5.3,7.0
1984-08-15,Almanac of Fall,1984,7.0,7.0
1970-07-31,Fruit of Paradise,1970,7.3,8.0
2005-07-07,Pavee Lackeen: The Traveller Girl,2005,6.7,3.0
1990-02-13,Pink Ulysses,1990,5.0,1.0
2007-07-06,Pop Skull,2007,3.7,3.0
2008-06-15,Revue,2008,6.3,3.0
2005-05-02,Bipedalism,2005,2.5,5.0
1968-01-01,Le révélateur,1968,6.8,4.0
1965-01-01,A Spring for the Thirsty,1965,8.5,2.0
2005-04-01,Room,2005,2.5,2.0
2007-11-02,RR,2007,5.0,1.0
2006-02-01,Blood,2006,3.7,3.0
1997-05-22,A Humble Life,1997,6.0,2.0
2003-02-28,Sophiiiie!,2003,6.0,1.0
1998-01-01,Fun Without Limits,1998,9.0,1.0
1970-06-01,Quiet Days in Clichy,1970,4.4,10.0
2000-09-13,True Siblings,2000,8.0,2.0
1994-02-11,Whispering Pages,1994,8.5,2.0
1996-01-01,Die Totale Therapie,1996,0.0,0.0
2007-11-08,Stages,2007,6.0,3.0
2000-04-20,No Place to Go,2000,6.5,2.0
1994-10-07,Undo,1994,3.0,3.0
1968-09-05,The Plea,1968,6.3,4.0
1995-03-15,Venus In Furs,1995,4.3,3.0
2009-01-16,You Wont Miss Me,2009,5.3,3.0
1995-06-09,The Garden,1995,6.9,8.0
2002-10-06,Women's Prison,2002,6.0,1.0
1976-12-25,Insiang,1976,7.5,7.0
1941-12-16,"Quax, der Bruchpilot",1941,6.3,4.0
1998-03-08,Tess of the D'Urbervilles,1998,6.6,5.0
2001-10-18,Forgive Me,2001,0.0,0.0
2006-01-01,7 Years,2006,5.0,1.0
2004-10-28,Alone,2004,7.1,7.0
1987-01-01,The Amazing Mr. Bickford,1987,5.0,2.0
2007-04-28,How to Become Myself,2007,0.0,0.0
1998-08-11,The Adopted Son,1998,4.0,2.0
2004-04-10,Bluebird,2004,5.0,1.0
2005-12-07,Blush,2005,4.0,1.0
1996-06-06,Parental Guidance,1996,7.3,4.0
1997-01-01,The Bosom Friend,1997,8.0,1.0
1980-04-09,I Sent a Letter to My Love,1980,0.0,0.0
1982-01-01,Chronopolis,1982,5.3,4.0
1972-02-02,The Inner Scar,1972,8.3,7.0
1997-06-25,Clubbed to Death,1997,6.3,3.0
1983-01-01,The Courtesans of Bombay,1983,0.0,0.0
2009-04-02,Crepuscule,2009,0.0,0.0
2003-10-10,Details,2003,0.0,0.0
1968-05-10,Dragon's Return,1968,5.0,1.0
2004-08-22,Elevator Movie,2004,5.0,1.0
2008-01-29,Her Name Is Sabine,2008,3.8,5.0
2001-03-07,Felix and Lola,2001,5.5,2.0
2003-05-20,A Love Movie,2003,5.0,1.0
2003-05-22,Finisterre,2003,0.0,0.0
1993-04-08,The Forbidden Quest,1993,0.0,0.0
1988-01-01,Francis Bacon,1988,5.0,1.0
2002-01-01,Toy Reanimator,2002,0.0,0.0
2007-07-07,Genius Party,2007,6.2,11.0
2006-01-23,The Guatemalan Handshake,2006,6.5,3.0
2005-08-25,Guernsey,2005,5.8,3.0
2005-08-24,Gypo,2005,5.8,4.0
2003-06-06,The Box,2003,0.0,0.0
2004-03-13,Flower & Snake,2004,5.4,8.0
1969-12-20,Harry Munter,1969,4.3,3.0
1993-11-04,Het is een schone dag geweest,1993,0.0,0.0
1985-09-02,Alpine Fire,1985,7.6,6.0
1996-12-14,Spring and Chaos,1996,8.0,1.0
2003-05-16,I Always Wanted to Be a Saint,2003,0.0,0.0
1930-05-24,Salt for Svanetia,1930,7.0,3.0
2003-08-15,Silent Waters,2003,7.0,2.0
2006-07-22,Love on Sunday,2006,7.0,1.0
2000-04-01,Landscape,2000,5.0,1.0
2005-07-05,Fallen,2005,5.0,1.0
2001-03-31,Bread and Milk,2001,5.5,2.0
1979-01-01,Grass Labyrinth,1979,8.0,6.0
2006-11-05,Mirrored Mind,2006,6.3,4.0
1976-01-01,Langsamer Sommer,1976,5.0,3.0
1990-09-12,Swan Lake: The Zone,1990,4.3,4.0
2007-07-11,La León,2007,8.7,3.0
2004-01-01,Lomax the Songhunter,2004,0.0,0.0
2005-12-07,Lulu,2005,5.0,2.0
1972-09-30,Days of 36,1972,6.1,4.0
1997-01-01,Suzaku,1997,6.4,14.0
2007-03-16,Molly's Way,2007,0.0,0.0
2006-02-10,Windows on Monday,2006,0.0,0.0
2007-09-30,The Muse,2007,0.0,0.0
2004-10-28,Nadia and Sarra,2004,0.0,0.0
1988-12-26,The Tribulations of Balthazar Kober,1988,7.5,2.0
1997-02-25,No Child of Mine,1997,0.0,0.0
2010-08-04,Oddsac,2010,5.6,10.0
1999-12-11,Barren Illusion,1999,6.0,1.0
2008-10-23,Oblivion,2008,4.8,2.0
1991-12-29,"Daddy, Father Frost Is Dead",1991,7.5,2.0
2004-03-31,Pin Boy,2004,10.0,1.0
2007-05-30,A Parting Shot,2007,0.0,0.0
1969-01-01,Pirosmani,1969,6.2,7.0
1997-06-14,The Roe's Room,1997,5.0,3.0
2006-11-10,Prinzessin,2006,4.3,2.0
2000-02-21,Empty Days,2000,6.0,1.0
2000-06-21,The Secret,2000,5.0,2.0
2003-02-09,The Suit,2003,5.5,2.0
1995-04-10,Signer's Suitcase,1995,0.0,0.0
2007-09-01,Small Gods,2007,0.0,0.0
1968-08-23,Smoke and Flesh,1968,2.0,1.0
1968-01-01,Alice In Acidland,1968,4.4,5.0
1968-10-12,The Snow Maiden,1968,6.0,1.0
2001-01-01,Silent Storm,2001,0.0,0.0
2005-11-27,Svyato,2005,3.8,3.0
2000-06-27,"Everything's Fine, We're Leaving",2000,0.0,0.0
1929-10-15,The Steel Road,1929,6.0,3.0
1969-09-26,"Birds, Orphans and Fools",1969,7.0,6.0
1999-11-05,Wojaczek,1999,5.0,1.0
2003-07-18,Woodenhead,2003,5.2,3.0
2007-02-08,The Matrimony,2007,5.3,6.0
1997-02-15,Labyrinth of Dreams,1997,8.5,2.0
1992-10-15,The Pocket-knife,1992,6.4,4.0
2004-06-01,Shark in the Head,2004,0.0,0.0
1966-08-27,Woman of the Lake,1966,6.9,7.0
2015-11-19,Sociopathia,2015,5.1,7.0
2015-11-06,The Ritchie Blackmore Story,2015,7.7,3.0
2016-01-01,Natsamrat,2016,8.8,6.0
2004-10-31,Cycling Chronicles: Landscapes the Boy Saw,2004,3.0,1.0
2007-07-13,32A,2007,6.7,6.0
1978-08-25,The Scarlet Flower,1978,5.0,1.0
1963-01-01,The Human Dutch,1963,6.3,3.0
1974-12-08,Allonsanfan,1974,7.5,6.0
2000-05-10,The Child,2000,5.0,3.0
2009-05-14,Fear,2009,0.0,0.0
1992-04-15,Love After Love,1992,0.0,0.0
1975-01-01,The Tree of Guernica,1975,8.5,2.0
2002-11-15,Arvo Pärt: 24 Preludes for a Fugue,2002,0.0,0.0
1977-11-01,Long Live Ghosts!,1977,5.8,6.0
2008-09-19,Atlantis,2008,0.0,0.0
2005-05-12,Bashing,2005,6.3,2.0
1971-07-14,The Touch,1971,6.0,3.0
1987-02-01,The Cyclist,1987,6.7,3.0
1998-06-11,The Big Swap,1998,0.0,0.0
2006-10-04,Blood Tea and Red String,2006,7.7,6.0
1947-01-01,Boy! What a Girl!,1947,6.0,1.0
2006-08-16,Ça brûle,2006,0.0,0.0
1962-03-24,The Unscrupulous Ones,1962,7.0,3.0
1988-06-02,The Cannibals,1988,7.7,3.0
2008-01-30,Tears for Sale,2008,6.1,5.0
2001-11-07,C'est la vie,2001,0.0,0.0
2001-01-01,Un amour de femme,2001,5.7,13.0
2015-03-27,We Are the Pirates of the Roads,2015,0.0,0.0
2001-05-04,Days of Nietzsche in Turin,2001,0.0,0.0
2012-02-20,Ricky Rapper and Cool Wendy,2012,0.0,0.0
2004-01-29,Days of Santiago,2004,6.0,4.0
2014-02-07,Risto Räppääjä ja liukas Lennart,2014,0.0,0.0
2004-06-27,Dogville Confessions,2004,6.2,9.0
2015-02-13,Risto Räppääjä ja Sevillan saituri,2015,0.0,0.0
2007-04-19,Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,2007,0.0,0.0
2014-01-17,Jill and Joy,2014,0.0,0.0
2015-10-09,Jill And Joy's Winter,2015,0.0,0.0
1958-10-04,Fanfare,1958,7.6,5.0
1983-08-31,My Best Friend's Girl,1983,5.6,12.0
2002-11-28,Fimfárum Jana Wericha,2002,4.8,3.0
2006-02-23,Fimfarum 2,2006,7.5,2.0
2007-10-05,Flower in the Pocket,2007,7.0,1.0
2007-01-19,Parents,2007,4.0,2.0
2005-04-30,Screaming Masterpiece,2005,7.3,3.0
2011-05-20,The Giants,2011,7.1,14.0
2009-12-30,Gewoon Hans,2009,7.0,1.0
1977-09-16,Gizmo!,1977,6.2,6.0
2002-12-18,The Gleaners and I: Two Years Later,2002,6.6,8.0
1998-03-28,Goshogaoka,1998,0.0,0.0
2006-09-20,Legacy,2006,5.5,2.0
2002-10-31,Last Stop,2002,7.0,1.0
1991-07-24,Into the Badlands,1991,4.0,2.0
1989-05-18,Sundown: The Vampire in Retreat,1989,6.0,15.0
1969-05-14,Nightmare in Wax,1969,5.0,3.0
1973-05-02,Terror in the Wax Museum,1973,5.9,5.0
1983-06-19,Cave In!,1983,0.0,0.0
2002-09-06,Uma Onda no Ar,2002,0.0,0.0
2013-08-09,Cine Holliúdy,2013,6.3,10.0
1968-12-02,The Red Light Bandit,1968,7.6,5.0
1969-09-03,Jungle Freaks,1969,6.8,11.0
2006-03-04,Angels of the Sun,2006,6.4,8.0
1976-01-01,"Iracema, Uma Transa Amazônica",1976,6.5,2.0
1984-11-30,The Clan - Tale of the Frogs,1984,7.0,2.0
2013-10-08,Dancing Ninja,2013,4.7,3.0
2015-10-07,My Good Hans,2015,6.5,2.0
1971-08-18,Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras?,1971,0.0,0.0
2013-11-22,Apocalyptic,2013,5.1,8.0
2014-04-08,Classroom 6,2014,4.8,9.0
2013-02-12,616: Paranormal Incident,2013,3.1,8.0
2006-08-03,4 Horror Tales - Roommates,2006,6.3,4.0
1969-07-12,Joy of Learning,1969,7.5,2.0
1959-12-07,El gafe,1959,7.0,1.0
2013-08-20,Severed Footage,2013,3.3,3.0
2013-03-01,The Frankenstein Theory,2013,4.4,31.0
1936-10-05,The Big Broadcast of 1937,1936,7.0,1.0
2014-10-14,"Gore, Quebec",2014,0.0,0.0
2010-05-18,Long Pigs,2010,5.1,8.0
2006-04-28,Gangster,2006,6.5,12.0
2006-10-06,Bhoot Unkle,2006,0.0,0.0
2006-09-07,Naksha,2006,4.0,1.0
1998-01-20,Alien Abduction: Incident in Lake County,1998,5.9,29.0
2006-09-26,Woh Lamhe,2006,5.0,3.0
2006-02-17,Fight Club: Members Only,2006,2.5,2.0
2006-09-15,Pyaar Ke Side Effects,2006,6.3,3.0
2006-03-10,Malamaal Weekly,2006,4.7,9.0
2006-05-05,36 China Town,2006,5.5,11.0
2006-07-07,Corporate,2006,6.8,5.0
2006-05-25,"Tom, Dick And Harry",2006,6.5,1.0
2006-09-15,Shiva,2006,3.5,2.0
2006-08-31,Jaane Hoga Kya,2006,0.0,0.0
1988-01-01,Death Spa,1988,4.7,17.0
2000-01-01,Ikingut,2000,0.0,0.0
1973-05-01,Johnny Corncob,1973,0.0,0.0
2005-05-18,Johanna,2005,3.6,4.0
2001-09-06,Julietta,2001,7.0,1.0
2009-06-26,Kelin,2009,4.5,4.0
2008-10-08,Khamsa,2008,5.3,6.0
1933-01-02,Komsomol,1933,7.0,2.0
1988-01-01,The Cat Who Walked by Herself,1988,6.5,2.0
2009-05-07,The Last Days of Emma Blank,2009,6.3,8.0
1997-11-01,In the Presence of a Clown,1997,7.6,5.0
2005-02-02,Spoon,2005,0.0,0.0
1982-11-04,Die letzte Rache,1982,8.3,2.0
1967-02-16,Confessions of Loving Couples,1967,0.0,0.0
2000-10-30,The Life & Adventures of Santa Claus,2000,7.5,2.0
2000-08-26,Light Keeps Me Company,2000,7.5,2.0
2003-01-20,Long Gone,2003,0.0,0.0
1999-10-13,Man van staal,1999,6.5,1.0
2003-12-19,Misa mi,2003,0.0,0.0
2002-10-25,Mods,2002,5.0,1.0
2006-01-18,Hollow City,2006,8.0,1.0
1966-09-12,Night Games,1966,6.3,6.0
1977-08-23,The Wishing Tree,1977,5.8,4.0
2007-09-29,The Nun,2007,6.0,1.0
1972-10-21,New Mischief by Emil,1972,6.1,15.0
2001-04-08,Ochtendzwemmers,2001,0.0,0.0
1985-09-08,Oriana,1985,3.8,5.0
2005-03-05,Paradise girls,2005,0.0,0.0
2006-05-03,Paul dans sa vie,2006,4.8,2.0
1945-04-01,Victory in the Ukraine and the Expulsion of the Germans from the Boundaries of the Ukrainian Soviet Earth,1945,0.0,0.0
1998-03-26,The Polish Bride,1998,6.8,4.0
1969-01-01,Princess,1969,0.0,0.0
1952-09-26,The Proud Princess,1952,6.7,7.0
2006-07-03,Life Hits,2006,6.5,6.0
1987-10-27,Never Travel on a One Way Ticket,1987,0.0,0.0
2008-01-30,Dreams of Dust,2008,8.5,2.0
1937-07-01,The Robber Symphony,1937,0.0,0.0
1937-04-09,The Tale of the Fox,1937,6.0,8.0
2006-12-06,Schoffies,2006,0.0,0.0
1998-05-26,Beware of My Love,1998,0.0,0.0
1984-01-01,The Tale of Tsar Saltan,1984,6.0,4.0
1957-10-22,The Snow Queen,1957,5.8,17.0
1963-12-30,Current,1963,6.7,3.0
2006-11-23,Sonja,2006,6.0,2.0
2002-06-06,Pleasant Days,2002,5.8,3.0
1972-06-16,The Strange Vengeance of Rosalie,1972,5.0,1.0
1994-01-01,The Foot Shooting Party,1994,6.0,1.0
1960-12-17,Innocent Sorcerers,1960,7.7,3.0
2015-05-01,Sunny in the Dark,2015,0.0,0.0
2015-10-21,Chronic,2015,5.3,16.0
1952-12-15,The Black Castle,1952,6.7,7.0
1954-01-27,Highway Dragnet,1954,5.6,4.0
1955-11-30,The Crooked Web,1955,5.8,4.0
1964-10-02,East of Sudan,1964,4.8,3.0
2012-04-19,Maledimiele,2012,6.7,7.0
1997-12-18,Tamas and Juli,1997,6.0,1.0
1983-01-01,Voyage in Time,1983,5.8,7.0
2003-10-01,Hush!,2003,5.3,4.0
1995-06-06,Gesualdo: Death for Five Voices,1995,7.0,4.0
2002-04-27,Tussenland,2002,0.0,0.0
2002-06-27,Killed by Lightning,2002,8.0,1.0
2000-08-30,Uttara,2000,0.0,0.0
2011-07-08,Summer of Goliath,2011,5.0,1.0
2001-02-21,I Know I'll See Your Face Again,2001,0.0,0.0
2006-08-06,Hounded,2006,4.8,7.0
2004-01-01,"Work Hard, Play Hard",2004,5.5,5.0
2004-06-25,Harvest Time,2004,5.0,1.0
1989-10-01,Water and Power,1989,9.0,4.0
1984-07-05,The Phantom,1984,0.0,0.0
2004-07-15,Twelve Chairs,2004,0.0,0.0
1970-07-25,Last Known Address,1970,7.1,8.0
1979-03-14,The Sewers of Paradise,1979,6.0,4.0
2004-03-06,Doraemon:貓狗時空傳,2004,0.0,0.0
1983-01-12,Le Ruffian,1983,6.7,6.0
2005-09-15,Promise,2005,5.5,2.0
2016-02-19,Diving Into the Unknown,2016,7.0,7.0
2012-09-07,A Night In the Woods,2012,3.5,4.0
1997-01-28,Future War,1997,2.0,11.0
1984-07-05,White Fire,1984,6.1,5.0
2015-08-21,"Chau, Beyond the Lines",2015,6.0,1.0
2015-04-10,Friend,2015,7.7,9.0
2014-06-09,Bear Story,2014,7.8,30.0
2015-05-21,3 Braves,2015,7.5,2.0
2015-09-25,Hellions,2015,3.8,60.0
2011-11-04,My Tomorrow,2011,5.0,1.0
2007-12-21,Welcome,2007,6.5,26.0
2007-10-26,No Smoking,2007,6.0,7.0
2007-09-28,Dil Dosti Etc,2007,6.5,2.0
2007-12-07,Dus Kahaniyaan,2007,4.8,4.0
2007-06-07,The Train: Some Lines Shoulder Never Be Crossed...,2007,5.0,1.0
2007-06-29,Awarapan,2007,6.3,10.0
2007-05-10,"Good Boy, Bad Boy",2007,3.0,3.0
2007-04-13,Bheja Fry,2007,7.4,11.0
2007-06-08,MP3: Mera Pehla Pehla Pyaar,2007,4.1,4.0
2007-09-14,Dhol,2007,5.9,7.0
1990-10-31,The Disenchanted,1990,5.0,6.0
